index,state,year,name,type,city,county,district,enroll,mmr,overall,xrel,xmed,xper
599,Massachusetts,2018-19,Meadow Brook,Public,East Longmeadow,Hampden,,,97.0,-1.0,,3.1,
1066,Illinois,2018-19,Mary W French Academy,,Decatur,Macon,,301.0,99.00332226,-1.0,0.66,,
1383,North Carolina,2018-19,Creekside Elementary,,,Pitt,,110.0,-1.0,96.4,0.9,,
236,Iowa,2018-19,Waukee Elementary,,,Dallas,,758.0,-1.0,97.9,,,
2238,Florida,2018-19,Boystown,,,,Dade,1.0,-1.0,-1.0,,,
961,Ohio,2018-19,Green Primary Elementary,Public,Franklin Furnace,Scioto,,39.0,94.87,94.87,,2.56,
898,Illinois,2018-19,Avon Center Elementary,,Round Lake Beach,Lake,,368.0,99.18478261,-1.0,0.54,,
1715,California,2018-19,Dorothy Grant Elementary,Public,Fontana,San Bernardino,,93.0,98.0,98.0,,2.0,
72,Arkansas,2018-19,Bellview Elementary,,Rogers,,,466.0,87.76824,-1.0,,,
2689,New York,2017-18,Clayton Huey Elementary,Public,Ctr Moriches,Suffolk,,,97.4,-1.0,2.46,,
4597,California,2018-19,Delta Charter,Public,Tracy,San Joaquin,,27.0,95.0,95.0,,5.0,
65,Pennsylvania,2017,Community Day,,Pittsburgh,,,29.0,100.0,-1.0,,,
769,Texas,2018-19,Primrose School Of Kelliwood,,,Harris,,,52.38,-1.0,,,
339,Vermont,2018-19,Brownington Parochial,,,Orleans,,19.0,-1.0,-1.0,,,
403,Iowa,2018-19,ST PAUL's LUTHERAN SCHOOL,,,Bremer,,128.0,-1.0,96.9,,,
453,Michigan,2018-19,Mackenzie Elementary Middle,,,Detroit,Detroit Public Schools Community District,105.0,-1.0,96.2,,1.0,
806,Iowa,2018-19,Clay Central-Everly Elementary,,,Clay,,99.0,-1.0,-1.0,,,
920,Virginia,2018-19,Parkway Elementary,,,Virginia Beach City,Virginia Beach,82.0,-1.0,93.9,,,
6512,California,2018-19,Twin Ridges Home Study Charter,Public,Nevada City,Nevada,,25.0,24.0,20.0,,28.0,
1022,Massachusetts,2018-19,Hilltop Nursery & Kindergarten,Private,Haverhill,Essex,,,-1.0,-1.0,,,
872,Washington,,Sunnyside Christian,,Sunnyside,Yakima,,,89.47,89.47,,,5.26
2035,Illinois,2018-19,Prairie Hill Elementary,,South Beloit,Winnebago,,420.0,97.85714286,-1.0,1.67,0.24,
4956,California,2018-19,Mattie Washburn Elementary,Public,Santa Rosa,Sonoma,,198.0,95.0,95.0,,4.0,
1116,Minnesota,2017-18,Abc International Montessori Academy,,,Hennepin,,,-1.0,-1.0,,,
3254,Illinois,2018-19,Washington Elementary,,Dixon,Lee,,523.0,93.69024857,-1.0,1.15,,
198,Texas,2018-19,San Marcos Baptist Academy,,,Hays,,,100.0,-1.0,,,
3234,California,2018-19,Stanislaus Elementary,Public,Modesto,Stanislaus,,70.0,98.0,97.0,,,
891,New Jersey,,Dr. William Horton Elementary,,,Essex,,60.0,-1.0,98.3,,,
7547,California,2018-19,Parkview,Public,Placentia,Orange,,5.0,-1.0,-1.0,,,
571,Oregon,2018-19,Trillium Creek Primary,,,Clackamas,,75.0,92.88194444,90.625,,,5.381944444
1067,Colorado,2017-18,Bristol Elementary,Kindergarten,,El Paso,Pueblo City 60,45.0,88.89,84.44,,,4.44
1251,Florida,2018-19,Kendall Square K-8 Center,,,,Dade,16.0,-1.0,93.75,,,
1364,Pennsylvania,2017,Avon Grove Cs,,West Grove,,,169.0,94.7,-1.0,,,
488,Washington,,Woodland Elementary,,Puyallup,Pierce,,,94.57,92.39,1.09,2.17,1.09
2592,California,2018-19,Meadow Green Elementary,Public,Whittier,Los Angeles,,87.0,98.0,98.0,,2.0,
82,New Jersey,,Cape May City Elementary,,,Cape May,,25.0,-1.0,100.0,,,
5769,California,2018-19,Tijeras Creek Elementary,Public,Rancho Santa Margarita,Orange,,65.0,94.0,91.0,,3.0,
312,Iowa,2018-19,Wickham Elementary,,,Johnson,,482.0,-1.0,97.5,,,
3463,California,2018-19,Vista Verde,Public,Irvine,Orange,,89.0,98.0,98.0,,2.0,
334,Washington,,Ridge View Elementary,,Kennewick,Benton,,,96.4,95.5,,,0.9
633,Michigan,2018-19,Arts Technology Academy of Pontiac,,,Oakland,Arts Technology Academy of Pontiac,82.0,-1.0,95.1,,,
376,Colorado,2017-18,Parzival Shield Preschool/Kindergarten,Kindergarten,,Denver,Denver County,2.0,100.0,100.0,,,
1482,Michigan,2018-19,Whitehills Elementary,,,Ingham,East Lansing School District,38.0,-1.0,89.5,,7.9,
7241,California,2018-19,Leport Schools Irvine Spectrum Campus,Private,Irvine,Orange,,17.0,-1.0,-1.0,,,
5009,California,2018-19,Muse,Private,Calabasas,Los Angeles,,20.0,95.0,45.0,,50.0,
80,New Jersey,,Candyland Child Development Center - Woodbridge - King Georges Rd,,,Middlesex,,11.0,-1.0,100.0,,,
153,Washington,,Waller Road Elementary,,Tacoma,Pierce,,,100.0,97.87,,2.13,
162,Iowa,2018-19,Prairieview,,,Dallas,,767.0,-1.0,98.3,,,
3309,California,2018-19,Synergy Charter Academy,Public,Los Angeles,Los Angeles,,52.0,98.0,98.0,,2.0,
1296,Colorado,2017-18,Thunder Valley Pk-8,Kindergarten,,Boulder,Pueblo City 60,77.0,68.83,68.83,,,
1112,North Carolina,2018-19,Providence Spring Elementary,,,Mecklenburg,,139.0,-1.0,98.6,1.4,,
338,Missouri,2018-19,Training Center Christian,,Garden City,,,,89.2,-1.0,,,
271,New York,2017-18,Immaculate Conception,Private,Bronx,Bronx,,,100.0,-1.0,,,
653,Oklahoma,,Bowlegs Public,,Bowlegs,Seminole,,,-1.0,84.0,,,
3,Ohio,2018-19,All Saints,Private,Cincinnati,Hamilton,,52.0,100.0,100.0,,,
382,Tennessee,2018-19,Discovery,,,Rutherford ,,61.0,-1.0,96.7,1.6,,
869,Oklahoma,,Immanuel Lutheran Christian Academy,,Broken Arrow,Tulsa,,,-1.0,-1.0,,,
1471,California,2018-19,Camino Grove Elementary,Public,Arcadia,Los Angeles,,133.0,98.0,98.0,,,
658,Arizona,2018-19,Arts Academy At Estrella Mountain,Charter,Phoenix,Maricopa,,121.0,93.39,-1.0,,0.83,1.65
7954,California,2018-19,Trinity Christian Schools,Private,Garden Grove,Orange,,3.0,-1.0,-1.0,,,
10,New Jersey,,Academy Of Our Lady Of Mount Carmel,,,Bergen,,25.0,-1.0,100.0,,,
982,Tennessee,2018-19,John B. Whitsitt Elementary,,,Davidson ,,81.0,-1.0,82.7,,,
1803,Illinois,2018-19,Noble St Chtr-Johnson Colg Prep,,Chicago,Cook,,758.0,98.1530343,-1.0,0.13,0.4,
6,South Dakota,2017-18,Ban Dek Montessori,,,Lincoln,,4.0,100.0,-1.0,,,
3957,California,2018-19,Reed Elementary,Public,Tiburon,Marin,,132.0,97.0,95.0,,3.0,
1019,New Jersey,,Garfield East Elementary,,,Burlington,,43.0,-1.0,97.7,2.3,,
745,Pennsylvania,2017,Belmont Hills Elementary,,Bala Cynwyd,,,53.0,98.1,-1.0,,,
2630,New York,2017-18,Bais Fruma,Private,Brooklyn,Kings,,,97.6,-1.0,1.22,,
1344,Virginia,2018-19,Speedwell Elementary,,,Wythe,Mount Rogers,20.0,-1.0,80.0,10.0,,
4189,California,2018-19,Huntington Seacliff Elementary,Public,Huntington Beach,Orange,,114.0,96.0,95.0,,2.0,
502,Iowa,2018-19,Riverdale Heights Elem,,,Scott,,654.0,-1.0,96.2,,,
190,Massachusetts,2018-19,Madeline English,Public,Everett,Middlesex,,,100.0,-1.0,,,
135,North Carolina,2018-19,Cathedral,,,Wake,,16.0,-1.0,100.0,,,
7852,California,2018-19,St. Timothys Christian Academy,Private,San Jose,Santa Clara,,8.0,-1.0,-1.0,,,
1531,Illinois,2018-19,Greenman Elementary,,Aurora,Kane,,592.0,98.47972973,-1.0,0.84,,
7549,California,2018-19,Pathway School Inc.,Private,Laguna Hills,Orange,,2.0,-1.0,-1.0,,,
3452,California,2018-19,Vintage Math/Science/Technology Magnet,Public,North Hills,Los Angeles,,58.0,98.0,98.0,,2.0,
539,Pennsylvania,2017,Shenandoah Valley Jshs,,Shenandoah,,,87.0,98.9,-1.0,,,
704,Minnesota,2017-18,Brimhall Elementary,,,Ramsey,,103.0,91.26,-1.0,,,4.85
210,South Dakota,2017-18,American Horse Elementary,,,Ogalala Lakota,,56.0,98.21,-1.0,,,
2768,Illinois,2018-19,Owen Marsh Elementary,,Springfield,Sangamon,,305.0,96.39344262,-1.0,0.98,,
62,Arkansas,2018-19,East End Elementary,,Little Rock,,,504.0,88.29365,-1.0,,,
225,Wisconsin,2018-19,Saint Jerome Parochial Gr,,Columbus,Columbia,,,-1.0,95.0,5.0,,5.0
7632,California,2018-19,Rocklin Independent Charter Academy,Public,Rocklin,Placer,,2.0,-1.0,-1.0,,,
1094,California,2018-19,Vanguard Preparatory,Public,Apple Valley,San Bernardino,,119.0,99.0,99.0,,1.0,
2825,New York,2017-18,St Edward Confessor,Private,Syosset,Nassau,,,96.8,-1.0,2.7,0.54,
2719,Illinois,2018-19,Murrayville-Woodson Elementary,,Murrayville,Morgan,,145.0,96.55172414,-1.0,,0.69,
488,North Carolina,2018-19,Long Mill  Elementary,,,Franklin,,70.0,-1.0,100.0,,,
1184,New York,2017-18,Cherry Valley-Springfield Elementary,Public,Cherry Valley,Otsego,,,99.5,-1.0,0.49,,
171,Florida,2018-19,Wesley Chapel Elementary,,,,Pasco,83.0,-1.0,98.8,,,
2944,California,2018-19,Radcliff Elementary,Public,Watsonville,Santa Cruz,,88.0,98.0,98.0,,2.0,
354,Virginia,2018-19,Belmont Station Elementary,,,Loudoun,Loudoun,97.0,-1.0,99.0,,,
334,Oregon,2018-19,Yoncalla Elementary,,,Douglas,,20.0,95.87628866,90.72164948,,,3.092783505
223,South Dakota,2017-18,Francis Case-02--Patriot,,,Pennington,,131.0,97.71,-1.0,,,
1527,Pennsylvania,2017,Mitchell Elementary,,Philadelphia,,,58.0,91.4,-1.0,,,
6694,California,2018-19,California School For The Deaffremont,Public,Fremont,Alameda,,7.0,-1.0,-1.0,,,
331,Montana,2017-18,Hyalite Elementary Prek,,,Gallatin,,31.0,93.55,-1.0,,,
4754,California,2018-19,Hidden Valley Elementary,Public,San Anselmo,Marin,,48.0,95.0,95.0,,5.0,
327,Washington,,Talbot Hill Elementary,,RENTON,King,,,96.47,92.94,,4.71,1.18
682,Pennsylvania,2017,Russell C Struble Elementary,,Bensalem,,,64.0,98.4,-1.0,,,
655,Colorado,2017-18,Explore Elementary,Kindergarten,,Adams,Jefferson County R-1,54.0,98.15,98.15,,,
65,Connecticut,2017-18,Holland Hill,Public,Fairfield,Fairfield,,,100.0,-1.0,,,
127,Washington,,St. Therese,,Seattle,King,,,100.0,100.0,,,
3450,New York,2017-18,Montessori Discovery,Private,Syracuse,Onondaga,,,70.0,-1.0,30.0,,
266,Michigan,2018-19,Benton Harbor Charter,,,Berrien,Benton Harbor Charter,43.0,-1.0,97.7,,,
6465,California,2018-19,Coastal Grove Charter,Public,Arcata,Humboldt,,33.0,58.0,58.0,,36.0,
168,Texas,2018-19,Primrose School Of South Shore,,,Galveston,,,100.0,-1.0,,,
7880,California,2018-19,Summit Christian,Private,Fair Oaks,Sacramento,,17.0,-1.0,-1.0,,,
5866,California,2018-19,Rancho Vista Elementary,Public,Rolling Hills Estates,Los Angeles,,72.0,93.0,88.0,,1.0,
859,Illinois,2018-19,Douglas Elementary,,Belleville,Saint Clair,,264.0,99.24242424,-1.0,,,
311,Michigan,2018-19,Early Childhood Elementary,,,Wayne,Hamtramck Public Schools,73.0,-1.0,97.3,,,
3464,New York,2017-18,Yeshiva Farm Settlement,Private,Brooklyn,Westchester,,,66.1,-1.0,15.51,0.32,
878,Virginia,2018-19,Creekside Elem,,,Suffolk City,Western Tidewater,105.0,-1.0,94.3,1.9,,
375,Virginia,2018-19,Chilhowie Elementary,,,Smyth,Mount Rogers,80.0,-1.0,98.8,,,
352,Massachusetts,2018-19,Gates Lane,Public,Worcester,Worcester,,,99.0,-1.0,,1.1,
13,Utah,2017-18,Hanksville Elementary,Public,Hanksville,Wayne,,14.0,100.0,-1.0,,,
1542,New Jersey,,East End,,,Somerset,,81.0,-1.0,93.8,,,
1103,Colorado,2017-18,Fitzmorris Elementary,Kindergarten,,Jefferson,Montrose County RE-1j,41.0,87.8,87.8,,,
898,Minnesota,2017-18,Athlos Academy Of Saint Cloud,,,Stearns,,85.0,84.71,-1.0,,,2.35
457,Tennessee,2018-19,Jack Anderson Elementary,,,Sumner ,,128.0,-1.0,96.1,1.6,,
1047,Washington,,Nine Mile Falls Elementary,,Nine Mile Falls,Spokane,,,85.71,76.19,,,19.05
1346,New Jersey,,John I Dawes Early Learning Center,,,Monmouth,,323.0,-1.0,95.7,2.8,0.3,
3107,New York,2017-18,Helderberg Christian,Private,East Berne,Albany,,,93.9,-1.0,3.03,,
12,Iowa,2018-19,St Marys,,,Delaware,,162.0,-1.0,100.0,,,
96,Massachusetts,2018-19,Francis J Kane,Public,Marlboro,Middlesex,,,100.0,-1.0,,,
2348,New York,2017-18,Margaretville Central,Public,Margaretville,Delaware,,,98.3,-1.0,1.72,,
305,Vermont,2018-19,Lincoln Community,,,Addison,,121.0,87.60330579,85.95041322,,,
2804,Illinois,2018-19,St Anne,,Dixon,Lee,,109.0,96.33027523,-1.0,1.83,,
3045,California,2018-19,Roosevelt Elementary,Public,Long Beach,Los Angeles,,199.0,98.0,97.0,,,
1294,New York,2017-18,Arongen Elementary,Public,Clifton Park,Saratoga,,,99.4,-1.0,0.29,0.29,
3251,California,2018-19,Stonehurst Avenue Elementary,Public,Sun Valley,Los Angeles,,51.0,98.0,96.0,,,
150,Minnesota,2017-18,Watkins Elementary,,,Meeker,,43.0,100.0,-1.0,,,
576,Massachusetts,2018-19,Ferryway,Public,Malden,Middlesex,,,97.0,-1.0,,1.0,
480,Michigan,2018-19,Dekeyser Elementary,,,Macomb,Utica Community Schools,75.0,-1.0,96.0,,4.0,
187,Rhode Island,2018-19,Bradley School South County,,South Kingstown,,,,-1.0,-1.0,,,
548,Oregon,2018-19,Eagle Rock Elementary,,,Jackson,,50.0,93.33333333,90.43478261,,1.15942029,2.31884058
284,Arizona,2018-19,Larkspur Elementary,Public,Phoenix,Maricopa,,45.0,97.78,-1.0,,,
901,New Jersey,,Radix Elementary,,,Gloucester,,118.0,-1.0,98.3,0.8,,
195,Tennessee,2018-19,Kipp Antioch College Prep Elementary ,,,Davidson ,,142.0,-1.0,98.6,,,
260,New York,2017-18,Horace Mann School Middle Division,Private,Bronx,Bronx,,,100.0,-1.0,,,
758,New Jersey,,College Achieve Public Charter - Central Grades K-1,,,Somerset,,89.0,-1.0,98.9,,,
897,Washington,,Woodmont Elementary,,Des Moines,King,,,89.04,83.56,2.74,1.37,
1068,California,2018-19,Triple Crown Elementary,Public,Perris,Riverside,,177.0,99.0,99.0,,1.0,
495,Michigan,2018-19,Emerald Elementary,,,Schoolcraft,Manistique Area Schools,49.0,-1.0,95.9,,4.1,
713,New Jersey,,Yorkship,,,Camden,,40.0,-1.0,100.0,,,
7155,California,2018-19,Ivy Road,Private,Los Angeles,Los Angeles,,,-1.0,-1.0,,,
1537,North Carolina,2018-19,Love Memorial Elementary,,,Lincoln,,49.0,-1.0,93.9,2.0,,
160,Vermont,2018-19,Hiawatha,,,Chittenden,,192.0,97.39583333,96.875,,,
2317,New York,2017-18,The Kildonan,Private,Amenia,Dutchess,,,98.4,-1.0,1.56,,
455,Wisconsin,2018-19,Pewaukee Lake Elementary,,Pewaukee,Waukesha,,,-1.0,93.0,5.0,,5.0
1260,Michigan,2018-19,Doherty Elementary,,,Oakland,West Bloomfield School District,129.0,-1.0,91.5,,7.0,
417,Illinois,2018-19,Triopia Grade,,Concord,Morgan,,202.0,100.0,-1.0,,,
897,Virginia,2018-19,Faith Christian School,,,Roanoke,Alleghany,17.0,-1.0,94.1,5.88,,
1268,California,2018-19,Antelope Creek Elementary,Public,Rocklin,Placer,,73.0,98.0,98.0,,2.0,
7631,California,2018-19,Robbins Nest Preschool And Kindergarten,Private,La Crescenta,Los Angeles,,18.0,-1.0,-1.0,,,
1797,Ohio,2018-19,Amesville Elementary,Public,Amesville,Athens,,36.0,75.0,75.0,,8.33,
187,Illinois,2018-19,Kiddie Kulture,,,,,39.0,100.0,-1.0,,,
7739,California,2018-19,South County Consortium,Public,Petaluma,Sonoma,,9.0,-1.0,-1.0,,,
644,Florida,2018-19,Coral Reef Elementary,,,,Palm Beach,131.0,-1.0,96.18,3.816793893,,
272,Minnesota,2017-18,Winfair Elementary,,,Cottonwood,,80.0,97.5,-1.0,,,
1157,Colorado,2017-18,Cottonwood Elementary,Kindergarten,,Montrose,Boulder Valley RE 2,55.0,85.45,80.0,,,5.45
1159,New York,2017-18,St Pius X,Private,Loudonville,Albany,,,99.6,-1.0,1.08,,
1649,North Carolina,2018-19,North Duplin Elementary,,,Duplin,,97.0,-1.0,86.6,,,
171,Montana,2017-18,Roosevelt,,,Cascade,,317.0,98.11,-1.0,,,
384,Florida,2018-19,Bratt Elementary,,,,Escambia,76.0,-1.0,97.37,1.315789474,,
617,Wisconsin,2018-19,Notre Dame of De Pere-GRACE,,De Pere,Brown,,,-1.0,91.0,5.0,,5.0
1570,Florida,2018-19,Pinewoods Elementary,,,,Lee,176.0,-1.0,92.05,6.25,0.568181818,
695,Oklahoma,,Oakdale Ps,,Edmond,Oklahoma,,,-1.0,81.0,,1.0,
905,Minnesota,2017-18,Excell Academy Charter,,,Hennepin,,58.0,84.48,-1.0,,,1.72
448,New Jersey,,Paterson P.S. 14,,,Passaic,,39.0,-1.0,100.0,,,
741,Virginia,2018-19,Tucker-Capps Elementary,,,Hampton City,Hampton,47.0,-1.0,95.7,2.13,2.13,
1984,Florida,2018-19,Hammond Elementary,,,,Hillsborough,107.0,-1.0,87.85,4.672897196,,
595,Illinois,2018-19,Chavez Elementary Multicultural Acad Ct,,Chicago,Cook,,934.0,99.57173448,-1.0,,0.32,
66,Pennsylvania,2017,Conemaugh Valley Elementary,,Johnstown,,,60.0,100.0,-1.0,,,
265,Oregon,2018-19,Dundee Elementary,,,Yamhill,,38.0,96.52509653,94.98069498,,0.386100386,2.702702703
121,Texas,2018-19,Oak Forest Montessori,,,Gregg,,,100.0,-1.0,,,
332,Arizona,2018-19,Park Meadows Elementary,Public,Glendale,Maricopa,,108.0,97.22,-1.0,,2.78,5.56
5601,California,2018-19,Walnut Grove Elementary,Public,Walnut Grove,Sacramento,,26.0,95.0,95.0,,5.0,
1169,Arizona,2018-19,Gompers Rehabilitation Center,Private,Phoenix,Maricopa,,,-1.0,-1.0,,,
369,Washington,,Bethlehem Lutheran,,Kennewick,Benton,,,95.83,95.83,,,
547,Texas,2018-19,Burleson Adventist Sch,,,Johnson,,,92.31,-1.0,,,
381,Arizona,2018-19,Chandler Traditional Academy - Goodman Campus,Public,Chandler,Maricopa,,120.0,96.67,-1.0,,,5.83
4,Oregon,2018-19,Jordan Valley Elementary,,,Malheur,,1.0,100.0,100.0,,,
220,Massachusetts,2018-19,Old Post Rd Elementary,Public,East Walpole,Norfolk,,,100.0,-1.0,,,
744,Connecticut,2017-18,Washington Montessori,Nonpublic,Washington,Litchfield,,,-1.0,-1.0,,,
1202,Massachusetts,2018-19,Ralph Talbot,Public,South Weymouth,Norfolk,,,-1.0,-1.0,,,
5813,California,2018-19,Franklin Avenue Elementary,Public,Los Angeles,Los Angeles,,83.0,93.0,88.0,,2.0,
1388,New Jersey,,Milton Avenue,,,Morris,,43.0,-1.0,95.4,4.6,,
562,Minnesota,2017-18,Westwood Elementary,,,Scott,,65.0,93.85,-1.0,,3.08,1.54
34,Rhode Island,2018-19,George J. Peters Elementary,,Cranston,,,53.0,-1.0,98.1,,1.886792453,
5884,California,2018-19,Special Education,Public,Visalia,Tulare,,28.0,93.0,93.0,,4.0,
529,Oregon,2018-19,Orchard Hill Elementary,,,Jackson,,74.0,93.63207547,91.27358491,,0.235849057,3.773584906
254,Florida,2018-19,Florida City Elementary,,,,Dade,111.0,-1.0,98.2,0.900900901,,
1157,Massachusetts,2018-19,New Hingham Reg Elementary,Public,Chesterfield,Hampshire,,,-1.0,-1.0,,,
1850,Illinois,2018-19,North Barrington Elementary,,North Barrington,Lake,,474.0,98.10126582,-1.0,1.9,,
1958,Florida,2018-19,Educational Horizons Charter,,,,Brevard,26.0,-1.0,88.46,11.53846154,,
557,Arizona,2018-19,Highland Lakes,Public,Glendale,Maricopa,,93.0,94.62,-1.0,,,5.38
399,Arizona,2018-19,Basis Chandler Primary South Campus,Charter,Chandler,Maricopa,,87.0,96.55,-1.0,,,4.6
1683,New Jersey,,Woodrow Wilson 5,,,Bergen,,56.0,-1.0,91.1,5.4,,
3119,California,2018-19,Santa Teresa Elementary,Public,San Jose,Santa Clara,,85.0,98.0,98.0,,2.0,
32,Maine,2018-19,Greene Central,,,Androscoggin,,49.0,100.0,-1.0,,,
6711,California,2018-19,Camarillo Progressive Montessori,Private,Camarillo,Ventura,,8.0,-1.0,-1.0,,,
832,Oklahoma,,Cushing Lower Elementary,,Cushing,Payne,,,-1.0,-1.0,,,
532,Michigan,2018-19,Gee White Academy,,,Detroit,Gee White Academy,23.0,-1.0,95.7,,,
5315,California,2018-19,St Elizabeth Ann Seton Catholic,Private,Elk Grove,Sacramento,,36.0,95.0,95.0,,5.0,
416,Connecticut,2017-18,Jane Ryan,Public,Trumbull,Fairfield,,,95.83,-1.0,2.08,,
108,Oklahoma,,Altus Early Childhood Center,,Altus,Jackson,,,-1.0,99.0,,,
1659,North Carolina,2018-19,Al-Iman,,,Wake,,28.0,-1.0,85.7,,,
1126,California,2018-19,Walter L Bachrodt Elementary,Public,San Jose,Santa Clara,,119.0,99.0,97.0,,,
1433,Ohio,2018-19,Bassett Elementary,Public,Westlake,Cuyahoga,,58.0,89.66,87.93,,1.72,
16,California,2018-19,Almond Grove Elementary,Public,Oakley,Contra Costa,,101.0,99.0,98.0,,2.0,
4146,California,2018-19,Dogwood Elementary,Public,Heber,Imperial,,164.0,96.0,96.0,,,
886,New Jersey,,Washington Street,,,Ocean,,61.0,-1.0,98.4,1.6,,
12,Oregon,2018-19,Hammond Elementary,,,Marion,,67.0,99.58071279,99.37106918,,0.209643606,0.209643606
266,Tennessee,2018-19,East Brainerd Elementary,,,Hamilton ,,180.0,-1.0,97.8,1.1,,
7678,California,2018-19,Sanderling Waldorf,Private,Carlsbad,San Diego,,13.0,-1.0,-1.0,,,
2124,Florida,2018-19,Florida Connections Academy,,,,Hillsborough,122.0,-1.0,81.97,13.1147541,,
312,Minnesota,2017-18,Salem Hills Elementary,,,Dakota,,34.0,97.06,-1.0,,,2.94
4499,California,2018-19,Cameron Ranch Elementary,Public,Carmichael,Sacramento,,106.0,95.0,90.0,,2.0,
566,Illinois,2018-19,Washington Elementary,,Pontiac,Livingston,,259.0,99.61389961,-1.0,0.39,,
531,Wisconsin,2018-19,Oriole Lane Elementary,,Mequon,Ozaukee,,,-1.0,92.0,5.0,,5.0
758,Arizona,2018-19,Milestones Charter,Charter,Phoenix,Maricopa,,61.0,91.8,-1.0,,,4.92
1908,Florida,2018-19,North County K-8 Center,,,,Dade,55.0,-1.0,89.09,,,
2427,Illinois,2018-19,Parkview Christian Academy,,Yorkville,Kendall,,361.0,97.2299169,-1.0,1.66,0.28,
426,Arkansas,2018-19,Smackover Elementary,,Smackover,,,442.0,70.81448,-1.0,,,
369,Pennsylvania,2017,St Elizabeth Regional,,Whitehall,,,27.0,100.0,-1.0,,,
7696,California,2018-19,Seiad Elementary,Public,Seiad Valley,Siskiyou,,1.0,-1.0,-1.0,,,
841,Michigan,2018-19,Hinks Elementary,,,Alpena,Alpena Public Schools,34.0,-1.0,94.1,,5.9,
4765,California,2018-19,Holy Family,Private,San Jose,Santa Clara,,31.0,95.0,95.0,,5.0,
304,Tennessee,2018-19,Broadview Elementary,,,Franklin ,,38.0,-1.0,97.4,,,
122,Michigan,2018-19,St Monica,,,Kalamazoo,Kalamazoo Public School District,17.0,-1.0,100.0,,,
1226,New Jersey,,Wolf Hill,,,Monmouth,,60.0,-1.0,96.7,,,
357,Idaho,2018-19,Timberline K-12,,Orofino,Clearwater,Orofino,,-1.0,77.77777778,22.22222222,,
672,Minnesota,2017-18,Evergreen Park Elementary,,,Hennepin,,73.0,91.78,-1.0,,,
3459,New York,2017-18,Meadow Lane,Private,Penn Yan,Yates,,,66.7,-1.0,33.33,,
85,Utah,2017-18,West Haven Elementary,Public,Ogden,Weber,,659.0,98.63,-1.0,,,0.91
256,Connecticut,2017-18,Julian Curtiss,Public,Greenwich,Fairfield,,,98.08,-1.0,1.92,,
3835,California,2018-19,Juniper Elementary,Public,Hesperia,San Bernardino,,116.0,97.0,92.0,,2.0,
1206,Minnesota,2017-18,Montessori Renaissance Academy,,,Anoka,,,-1.0,-1.0,,,
9,Rhode Island,2018-19,Guiteras Elementary,,Bristol,,,40.0,-1.0,62.5,,10.0,
3349,California,2018-19,Thomas Paine Elementary,Public,Garden Grove,Orange,,71.0,98.0,98.0,,2.0,
1874,Michigan,2018-19,Hillsdale Preparatory,,,Hillsdale,Hillsdale Preparatory Schools,12.0,-1.0,66.7,,33.3,
781,Virginia,2018-19,Guy K. Stump Elementary,,,Augusta,Central Shenandoah,62.0,-1.0,95.2,,,
866,Pennsylvania,2017,March Elementary,,Easton,,,383.0,97.7,-1.0,,,
6399,California,2018-19,Ocean Charter,Public,Los Angeles,Los Angeles,,81.0,75.0,73.0,,16.0,
534,Michigan,2018-19,Howe Trainable Center and Montessori,,,Wayne,Dearborn City School District,23.0,-1.0,95.7,,4.3,
572,Utah,2017-18,Weilenmann School Of Discovery,Public,Park City,Summit,,405.0,86.67,-1.0,,0.25,12.84
467,North Carolina,2018-19,Lawrence Orr Elementary,,,Mecklenburg,,118.0,-1.0,100.0,,,
2636,California,2018-19,Monroe Elementary,Public,Riverside,Riverside,,104.0,98.0,98.0,,,
4532,California,2018-19,Chamlian Armenian,Private,Glendale,Los Angeles,,33.0,95.0,95.0,,5.0,
133,Tennessee,2018-19,T Lawson Early Childhood Education Center ,,,Sevier ,,15.0,-1.0,100.0,,,
21,Michigan,2018-19,Blessed Sacrament,,,Midland,Midland Public Schools,10.0,-1.0,100.0,,,
2759,Illinois,2018-19,Carver Primary,,Chicago,Cook,,420.0,96.42857143,-1.0,,0.24,
1648,California,2018-19,Crocker Highlands Elementary,Public,Oakland,Alameda,,76.0,98.0,98.0,,2.0,
288,Oklahoma,,School Of Saint Mary,,Tulsa,Tulsa,,,-1.0,96.0,,4.0,
82,Montana,2017-18,West Elementary,,,Cascade,,466.0,99.36,-1.0,,0.214592275,
926,Massachusetts,2018-19,Conservatory Lab Charter Lower,Public,Dorchester,Suffolk,,,-1.0,-1.0,,,
